date,Uriah,Veylan,Sofi,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
13-02-05,36,46,0,0,48,0,39,0,53,51,0
13-03-05,37,46,0,0,48,0,39,0,53,52,0
13-04-05,35,46,0,0,48,0,40,0,53,52,0
13-05-05,36,47,0,0,48,0,39,0,53,52,0
13-06-05,36,46,0,0,48,0,40,0,53,52,0
13-07-05,35,47,0,0,48,0,40,0,53,52,0
13-08-05,36,47,0,0,47,0,39,0,53,52,0
13-09-05,35,46,0,0,48,0,40,0,53,52,0
13-10-05,35,47,0,0,48,0,40,0,53,52,0
13-11-05,36,47,0,0,48,0,40,0,53,52,0
13-12-05,35,46,0,0,48,0,39,0,53,51,0
13-13-05,36,46,0,0,48,0,40,0,53,51,0
13-14-05,35,47,0,0,48,0,40,0,53,52,0
13-15-05,35,46,0,0,48,0,39,0,53,52,0
13-16-05,35,47,0,0,48,0,39,0,53,52,0
13-17-05,35,46,0,0,48,0,40,0,53,52,0
13-18-05,35,46,0,0,48,0,39,0,53,52,0
13-19-05,35,47,0,0,48,0,39,0,53,52,0
13-20-05,35,46,0,0,48,0,40,0,53,52,0
13-21-05,36,47,0,0,48,0,40,0,53,51,0
13-22-05,36,46,0,0,48,0,39,0,53,52,0
13-23-05,36,46,0,0,48,0,38,0,53,52,0
13-24-05,36,46,0,0,48,0,39,0,53,52,0
13-25-05,35,46,0,0,48,0,38,0,53,52,0
13-26-05,35,46,0,0,48,0,39,0,53,52,0
13-27-05,35,46,0,0,48,0,39,0,53,51,0
13-28-05,35,46,0,0,48,0,39,0,54,52,0
13-29-05,35,46,0,0,48,0,40,0,53,52,0
13-30-05,35,46,0,0,48,0,39,0,53,52,0
13-31-05,36,46,0,0,48,0,40,0,53,51,0
13-32-05,36,47,0,0,48,0,40,0,53,52,0
13-33-05,36,46,0,0,48,0,39,0,53,52,0
13-34-05,36,47,0,0,48,0,38,0,53,52,0
13-35-05,35,47,0,0,48,0,40,0,53,52,0
13-36-05,36,46,0,0,48,0,40,0,53,52,0
13-37-05,35,46,0,0,48,0,39,0,53,52,0
13-38-05,36,46,0,0,48,0,40,0,53,52,0
13-39-05,35,47,0,0,47,0,39,0,53,52,0
13-40-05,36,46,0,0,48,0,40,0,53,51,0
13-41-05,36,47,0,0,49,0,39,0,53,51,0
13-42-05,36,46,0,0,48,0,39,0,53,52,0
13-43-05,36,47,0,0,48,0,39,0,53,52,0
13-44-05,36,47,0,0,48,0,40,0,53,52,0
13-45-05,36,47,0,0,48,0,39,0,54,52,0
13-46-05,35,47,0,0,48,0,39,0,53,52,0
13-47-05,36,47,0,0,49,0,40,0,53,52,0
13-48-05,36,46,0,0,48,0,40,0,53,52,0
13-49-05,36,47,0,0,48,0,38,0,53,52,0
13-50-05,36,46,0,0,48,0,39,0,53,52,0
13-51-05,35,47,0,0,48,0,40,0,53,52,0
13-52-05,35,47,0,0,48,0,39,0,53,52,0
13-53-05,36,46,0,0,48,0,39,0,53,52,0
13-54-05,35,47,0,0,48,0,40,0,53,51,0
13-55-05,36,46,0,0,48,0,40,0,53,52,0
13-56-05,36,47,0,0,48,0,40,0,53,52,0
13-57-05,36,46,0,0,48,0,39,0,53,52,0
13-58-05,36,46,0,0,48,0,40,0,53,52,0
13-59-05,36,47,0,0,48,0,39,0,53,52,0
14-00-05,35,46,0,0,48,0,40,0,53,52,0
14-01-05,35,47,0,0,48,0,40,0,54,52,0
14-02-05,36,46,0,0,48,0,40,0,53,52,0
14-03-05,36,47,0,0,48,0,40,0,53,52,0
14-04-05,36,46,0,0,48,0,40,0,54,52,0
14-05-05,36,47,0,0,48,0,40,0,53,51,0
14-06-05,35,47,0,0,48,0,40,0,53,52,0
14-07-05,36,47,0,0,48,0,38,0,53,52,0
14-08-05,37,47,0,0,48,0,40,0,53,52,0
14-09-05,36,46,0,0,48,0,39,0,53,51,0
14-10-05,36,47,0,0,48,0,40,0,53,52,0
14-11-05,36,47,0,0,48,0,40,0,53,52,0
14-12-05,35,47,0,0,48,0,39,0,53,52,0
14-13-05,36,47,0,0,48,0,40,0,53,52,0
14-14-05,36,46,0,0,49,0,39,0,53,51,0
14-15-05,36,47,0,0,48,0,40,0,53,52,0
14-16-05,35,47,0,0,48,0,39,0,53,51,0
14-17-05,36,47,0,0,48,0,39,0,53,52,0
14-18-05,36,46,0,0,48,0,40,0,53,51,0
14-19-05,36,46,0,0,49,0,39,0,53,52,0
14-20-05,36,47,0,0,48,0,40,0,53,51,0
14-21-05,36,46,0,0,48,0,40,0,53,52,0
14-22-05,35,47,0,0,48,0,40,0,53,51,0
14-23-05,35,47,0,0,48,0,39,0,53,52,0
14-24-05,36,47,0,0,48,0,39,0,53,52,0
14-25-05,35,47,0,0,48,0,39,0,53,52,0
14-26-05,36,47,0,0,48,0,39,0,53,52,0
14-27-05,35,47,0,0,48,0,40,0,53,52,0
14-28-05,35,46,0,0,48,0,39,0,53,52,0
14-29-05,36,46,0,0,48,0,39,0,53,52,0
14-30-05,36,46,0,0,48,0,39,0,53,52,0
14-31-05,36,47,0,0,48,0,39,0,53,52,0
14-32-05,35,46,0,0,47,0,40,0,53,51,0
14-33-05,36,46,0,0,48,0,40,0,53,52,0
14-34-05,36,46,0,0,48,0,40,0,53,52,0
14-35-05,36,47,0,0,48,0,39,0,53,52,0
14-36-05,35,46,0,0,48,0,40,0,53,52,0
14-37-05,36,47,0,0,48,0,39,0,53,51,0
14-38-05,36,46,0,0,48,0,40,0,53,52,0
14-39-05,36,46,0,0,48,0,39,0,53,52,0
