date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
15-53-21,0,0,0,41,0,50,46,0,0,59,0,0,0,0,52,0
15-53-31,0,0,38,41,0,50,43,0,0,59,0,0,0,33,0,0
15-53-41,0,0,39,41,0,50,43,0,0,60,0,0,0,0,52,0
15-53-51,0,0,39,0,0,40,44,0,0,60,0,0,0,0,53,0
15-54-01,0,0,38,41,0,50,47,0,0,59,0,0,0,34,52,0
15-54-11,0,0,39,40,0,49,45,0,0,60,0,0,0,0,53,0
15-54-21,0,0,34,38,0,50,47,0,0,57,0,0,0,0,51,0
15-54-31,0,0,33,40,0,50,42,0,0,59,0,0,0,0,54,0
15-54-41,0,0,40,41,0,46,46,0,0,59,0,0,0,0,54,0
15-54-51,0,0,39,42,0,49,44,0,0,57,0,0,0,33,53,0
15-55-01,0,0,37,41,0,50,46,0,0,59,0,0,0,35,53,0
15-55-11,0,0,39,41,0,50,0,0,0,59,0,0,0,0,52,0
15-55-21,0,0,0,43,0,50,46,0,0,59,0,0,0,33,53,0
15-55-31,0,0,38,41,0,49,46,0,0,60,0,0,0,0,53,0
15-55-41,0,0,39,38,0,50,47,0,0,59,0,0,0,0,53,0
15-55-51,0,0,39,40,0,50,45,0,0,60,0,0,0,0,53,0
15-56-01,0,0,39,41,0,47,46,0,0,60,0,0,0,33,52,0
15-56-11,0,0,0,41,0,40,43,0,0,60,0,0,0,0,53,0
15-56-21,0,33,39,39,0,47,47,0,0,60,0,0,0,33,54,0
15-56-31,0,0,38,41,0,49,45,0,0,59,0,0,0,33,53,0
15-56-41,0,0,33,41,0,48,46,0,0,60,0,0,0,0,53,0
15-56-51,0,0,38,41,0,50,43,0,0,60,0,0,0,33,53,0
15-57-01,0,0,38,41,0,49,45,0,0,59,0,0,0,0,54,0
15-57-11,0,0,38,0,0,51,46,0,0,59,0,0,0,0,53,0
15-57-21,0,0,39,40,0,0,42,0,0,58,0,0,0,33,54,0
15-57-31,0,0,39,41,0,50,46,0,0,59,0,0,0,35,47,0
15-57-41,0,0,38,41,0,49,0,0,0,59,0,0,0,0,51,0
15-57-51,0,0,36,42,0,48,46,0,0,59,0,0,0,0,51,0
15-58-01,0,0,36,41,0,47,47,0,0,59,0,0,0,33,54,0
15-58-11,0,0,39,41,0,48,47,0,0,59,0,0,0,34,53,0
15-58-21,0,0,39,0,0,49,47,0,0,60,0,0,0,34,53,0
15-58-31,0,0,38,41,0,47,43,0,0,58,0,0,0,33,51,0
15-58-41,0,0,38,41,0,50,47,0,0,58,0,0,0,0,53,0
15-58-51,0,0,38,0,0,50,43,0,0,59,0,0,0,35,51,0
15-59-01,0,0,39,41,0,50,47,0,0,59,0,0,0,33,51,0
15-59-11,0,33,38,40,0,48,42,0,0,60,0,0,0,33,52,0
15-59-21,0,0,37,39,0,50,0,0,0,56,0,0,0,34,53,0
15-59-31,0,0,38,41,0,50,46,0,0,59,0,0,0,0,53,0
15-59-41,0,33,38,41,0,50,47,0,0,60,0,0,0,34,53,0
15-59-51,0,0,0,40,0,48,47,0,0,59,0,0,0,0,51,0
