date,Uriah,Veylan,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
13-38-51,0,0,0,0,0,0,0,0,0,31,0,0,0,35,36,0
13-39-01,0,0,0,0,0,0,40,0,33,0,0,0,0,31,39,0
13-39-11,0,0,0,0,0,0,38,0,0,31,0,0,0,0,40,0
13-39-21,0,0,0,0,0,0,36,0,0,0,0,0,0,31,43,0
13-39-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,0
13-39-41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,41,0
13-39-51,0,0,0,0,0,0,36,0,0,0,0,0,0,31,40,0
13-40-01,0,0,0,0,0,0,37,0,0,32,0,0,0,32,36,0
13-40-11,0,0,0,0,0,0,48,0,0,0,0,0,0,37,39,0
13-40-21,0,0,0,0,0,0,43,0,0,0,0,0,0,34,36,0
13-40-31,0,0,0,0,0,0,51,0,0,36,0,0,0,35,33,0
13-40-41,0,0,0,0,0,0,33,0,0,0,0,0,0,0,39,0
13-40-51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,0
13-41-01,0,0,0,0,0,31,0,0,0,0,0,0,0,32,37,0
13-41-11,0,0,0,0,0,0,33,0,0,0,0,0,0,35,35,0
13-41-21,0,0,0,0,0,0,38,0,0,0,0,0,0,31,41,0
13-41-31,31,31,0,0,0,0,31,0,0,33,0,0,0,33,32,0
13-41-41,0,31,0,0,0,0,0,0,0,37,0,0,0,33,42,0
13-41-51,0,0,0,0,0,0,36,0,0,33,0,0,0,32,37,0
13-42-01,0,0,0,0,0,0,35,0,0,31,0,0,0,0,37,0
13-42-11,0,0,0,0,0,0,31,0,0,0,0,31,0,0,31,0
13-42-21,0,0,0,0,0,0,0,0,0,40,0,36,0,0,0,0
13-42-31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
13-42-41,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
13-42-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
13-43-01,0,0,0,0,0,0,52,0,0,32,0,37,0,0,0,0
13-43-11,0,0,0,0,0,0,39,0,0,31,0,0,0,0,37,0
13-43-21,0,0,0,0,0,33,35,0,0,31,0,35,0,0,32,0
13-43-31,0,0,0,0,0,40,32,0,0,32,0,0,0,31,37,0
13-43-41,0,0,0,0,0,37,31,0,0,32,0,32,0,0,33,0
13-43-51,0,0,0,0,0,38,0,0,0,35,0,0,0,0,31,0
13-44-01,0,0,0,0,0,38,33,0,0,34,0,36,0,0,0,0
13-44-11,0,0,0,0,0,35,36,0,32,0,0,0,0,0,35,0
13-44-21,0,0,0,0,0,0,0,0,0,38,0,0,0,33,36,0
13-44-31,0,0,0,0,0,43,43,0,0,0,0,0,0,0,34,0
13-44-41,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0
13-44-51,0,0,0,0,0,43,53,0,0,40,0,0,0,31,35,0
13-45-01,0,0,0,32,0,40,0,0,0,31,0,0,0,0,0,0
13-45-11,47,0,0,35,0,0,0,0,0,0,0,0,0,31,32,0
13-45-21,0,0,0,50,0,32,0,0,0,0,0,0,0,0,0,0
13-45-31,31,0,0,35,0,31,34,0,0,0,0,0,0,0,0,0
13-45-41,33,36,0,0,0,0,0,0,0,35,0,0,0,0,0,0
13-45-51,32,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
13-46-01,0,0,0,33,0,0,33,0,0,0,0,0,0,0,31,0
13-46-11,0,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0
13-46-21,0,31,0,0,0,34,0,0,0,43,0,0,0,0,44,0
13-46-31,0,34,0,0,0,33,0,0,0,32,0,0,0,31,36,0
13-46-41,0,42,0,0,0,0,0,0,0,43,0,0,0,0,36,0
13-46-51,0,0,0,44,0,0,33,0,0,0,0,0,0,0,31,0
13-47-01,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
13-47-11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,35,0
13-47-21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-48-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
13-48-21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
13-48-41,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
13-49-01,0,0,0,0,0,0,0,35,0,32,0,0,0,31,0,0
13-49-11,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
13-49-21,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
13-49-31,0,0,0,0,0,0,0,31,0,32,0,0,0,0,0,0
13-49-41,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
13-49-51,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
13-50-01,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
13-50-11,0,0,0,0,0,0,0,38,0,34,0,0,0,0,0,0
13-50-21,0,0,0,35,0,0,0,0,0,0,0,0,0,37,31,0
13-50-31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
13-50-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
13-51-01,0,0,0,0,0,0,34,0,0,36,0,0,0,0,33,0
13-51-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
13-51-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
13-51-41,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
13-51-51,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31,0
13-52-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
13-52-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-52-21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-52-31,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
13-52-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
13-52-51,0,0,0,32,0,0,38,0,0,33,0,0,0,31,31,0
13-53-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,32,0
13-53-11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,0
13-53-21,0,0,0,0,0,0,0,0,0,31,0,0,0,32,31,0
13-53-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0
13-53-41,0,0,0,0,0,0,0,0,0,31,0,0,0,32,31,0
13-53-51,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
13-54-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
13-54-11,0,31,0,0,0,0,32,0,0,34,0,0,0,31,0,0
13-54-21,0,33,0,0,0,0,31,0,0,0,0,0,0,0,0,0
13-55-11,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
13-55-21,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
13-55-31,0,0,0,0,0,0,34,0,0,31,0,0,0,0,0,0
13-55-41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
13-56-01,0,0,0,0,0,31,0,0,0,31,0,0,0,0,0,0
13-56-11,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
13-56-21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
13-56-31,0,0,0,33,0,31,0,0,0,0,0,0,0,0,0,0
13-56-41,0,0,0,31,0,0,0,0,0,31,0,0,0,0,0,0
13-56-51,0,0,0,31,0,40,0,0,0,31,0,0,0,0,0,0
13-57-01,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
13-57-11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
13-57-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
13-57-31,0,0,0,33,0,0,0,0,0,31,0,0,0,0,0,0
13-57-41,0,0,0,33,0,34,37,0,0,0,0,0,0,0,0,0
13-57-51,0,0,0,31,0,0,32,0,0,0,0,0,0,0,0,0
13-58-01,0,0,0,39,0,0,31,0,0,0,0,0,0,0,0,0
13-58-11,0,0,0,40,0,0,34,0,0,0,0,0,0,0,0,0
13-58-21,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
13-58-31,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
13-58-41,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
13-58-51,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
13-59-01,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
13-59-11,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
13-59-21,0,0,0,34,0,0,31,0,0,31,0,0,0,0,0,0
13-59-31,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
13-59-41,0,0,0,31,0,0,0,0,0,35,0,0,0,0,39,0
13-59-51,0,0,0,0,0,32,0,0,0,0,0,0,0,0,31,0
14-00-01,0,0,0,38,0,31,0,0,0,31,0,0,0,0,0,0
14-00-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
14-00-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-00-31,0,0,0,0,0,0,36,0,0,31,0,0,0,0,0,0
14-00-41,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
14-00-51,0,0,0,37,0,0,34,0,0,32,0,0,0,35,31,0
14-01-01,0,0,0,31,0,0,38,0,0,0,0,0,0,0,0,0
14-01-11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-01-21,0,36,0,42,0,0,0,0,0,0,0,0,0,36,0,0
14-01-31,0,0,0,37,0,0,0,0,0,0,0,0,0,0,31,0
14-01-51,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
14-02-01,0,0,0,36,0,31,0,0,0,31,0,0,0,0,0,0
14-02-11,0,0,0,31,0,0,32,0,0,0,0,0,0,31,0,0
14-02-21,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
14-02-31,0,31,0,51,0,0,0,0,0,0,0,0,0,0,31,0
14-02-41,0,32,0,49,0,0,0,0,0,31,0,0,0,0,0,0
14-02-51,0,0,0,33,0,0,33,0,0,33,0,0,0,33,36,0
14-03-01,0,0,0,0,0,0,0,0,0,31,0,0,0,31,31,0
14-03-11,0,0,0,0,0,0,0,0,0,33,0,0,0,31,0,0
14-03-21,31,31,0,0,0,0,33,0,0,32,0,0,0,31,0,0
14-03-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-04-01,0,0,0,32,0,32,31,0,0,0,0,0,0,0,0,0
14-04-11,34,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
14-04-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-04-41,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
14-04-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
14-05-01,0,31,0,0,0,0,0,0,0,33,0,0,0,0,0,0
14-05-11,0,0,0,33,0,0,32,0,0,31,0,0,0,0,0,0
14-05-21,0,0,0,32,0,41,46,0,0,0,0,0,0,0,0,0
14-05-31,0,0,0,33,0,38,33,0,0,0,0,0,0,0,0,0
14-05-41,0,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0
14-05-51,0,0,0,44,0,0,36,0,0,0,0,0,0,0,31,0
14-06-01,0,31,0,0,0,0,40,0,0,0,0,0,0,0,34,0
14-06-11,0,0,0,46,0,0,42,0,0,0,0,0,0,0,0,0
14-06-21,0,0,0,35,0,35,34,0,0,0,0,0,0,0,0,0
14-06-31,0,0,0,34,0,0,38,0,0,33,0,0,0,0,0,0
14-06-41,0,0,0,32,0,0,36,0,0,32,0,0,0,0,31,0
14-06-51,0,0,0,34,0,0,45,0,0,0,0,0,0,0,0,0
14-07-01,0,31,0,43,0,0,49,0,0,33,0,0,0,0,0,0
14-07-11,0,0,0,42,0,31,37,0,0,37,0,0,0,0,0,0
14-07-21,0,0,0,39,0,0,44,0,0,0,0,0,0,0,31,0
14-07-31,0,0,0,41,0,31,42,0,0,31,0,0,0,0,31,0
14-07-41,0,0,0,0,0,31,44,0,0,33,0,0,0,0,33,0
14-07-51,0,0,0,31,0,0,36,0,0,33,0,0,0,34,31,0
14-08-01,0,31,0,32,0,0,36,0,0,0,0,0,0,0,0,0
14-08-11,31,0,0,60,0,0,33,0,0,35,0,0,0,0,0,0
14-08-21,0,0,0,35,0,0,49,0,0,0,0,0,0,0,0,0
14-08-31,0,0,0,48,0,0,32,0,0,0,0,0,0,0,0,0
14-08-41,0,0,0,46,0,0,41,0,0,0,0,0,0,0,0,0
14-08-51,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0
14-09-01,0,0,0,48,0,0,37,0,0,33,0,0,0,0,0,0
14-09-11,31,0,0,55,0,0,44,0,0,0,0,0,0,0,0,0
14-09-21,0,0,0,38,0,0,38,0,0,32,0,0,0,0,0,0
14-09-31,0,0,0,44,0,0,39,0,0,32,0,0,0,0,0,0
14-09-41,0,0,0,48,0,0,40,0,0,32,0,0,0,0,0,0
14-09-51,0,0,0,50,0,0,45,0,0,0,0,0,0,0,0,0
14-10-01,0,0,0,41,0,0,33,0,0,0,0,0,0,0,0,0
14-10-11,0,0,0,47,0,0,37,0,0,0,0,0,0,0,0,0
14-10-21,0,0,0,46,0,0,34,0,0,31,0,0,0,0,0,0
14-10-31,0,0,0,42,0,0,34,0,0,0,0,0,0,0,0,0
14-10-41,0,0,0,41,0,0,33,0,0,0,0,0,0,0,0,0
14-10-51,0,0,0,42,0,0,33,0,0,0,0,0,0,0,0,0
14-11-01,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0
14-11-11,0,0,0,35,0,0,40,0,0,0,0,0,0,0,0,0
14-11-21,0,0,0,41,0,0,33,0,0,0,0,0,0,0,0,0
14-11-31,0,0,0,40,0,0,33,0,0,0,0,0,0,0,0,0
14-11-41,0,0,0,44,0,0,36,0,0,0,0,0,0,0,0,0
14-11-51,31,0,0,38,0,0,36,0,0,0,0,0,0,0,0,0
14-12-01,0,0,0,41,0,0,38,0,0,0,0,0,0,0,0,0
14-12-11,0,0,0,35,0,0,47,0,0,0,0,0,0,0,0,0
14-12-21,31,0,0,34,0,0,54,0,0,0,0,0,0,0,0,0
14-12-31,0,0,0,33,0,0,39,0,0,0,0,0,0,0,0,0
14-12-41,0,0,0,42,0,0,45,0,0,0,0,0,0,0,0,0
14-12-51,0,0,0,45,0,0,33,0,0,0,0,0,0,0,0,0
14-13-01,0,0,0,38,0,0,35,0,0,0,0,0,0,0,0,0
14-13-11,0,0,0,47,0,0,56,0,0,0,0,0,0,0,0,0
14-13-21,0,0,0,45,0,0,53,0,0,33,0,0,0,0,0,0
14-13-31,0,0,0,38,0,0,45,0,0,0,0,0,0,31,0,0
14-13-41,0,0,0,50,0,0,33,0,34,0,0,0,0,31,0,0
14-13-51,0,0,0,62,0,0,31,0,0,31,0,0,0,0,0,0
14-14-01,0,0,0,35,0,0,57,0,0,33,0,0,0,0,32,0
14-14-11,0,31,0,0,0,0,32,0,39,0,0,0,0,0,37,0
14-14-21,0,0,0,0,0,0,0,0,0,0,35,0,0,31,0,0
14-14-31,0,0,0,56,0,0,39,0,0,0,0,0,0,0,0,0
14-14-41,0,0,0,55,0,0,37,0,0,0,0,0,0,0,0,0
14-14-51,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
14-15-01,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
14-15-11,0,0,0,43,0,0,50,0,52,0,0,0,0,0,0,0
14-15-21,0,0,0,52,0,0,44,0,49,0,0,0,0,0,0,0
14-15-31,0,0,0,39,0,0,35,0,48,0,0,0,0,0,0,0
14-15-41,0,0,0,52,0,0,45,0,44,0,0,0,0,0,0,0
14-15-51,0,0,0,53,0,0,39,0,41,0,0,0,0,0,0,0
14-16-01,0,0,0,47,0,0,35,0,45,0,0,0,0,0,0,0
14-16-11,0,0,0,53,0,0,32,0,31,0,0,0,0,0,0,0
14-16-21,31,0,0,51,0,0,32,0,35,0,0,0,0,0,0,0
14-16-31,0,0,0,39,0,0,45,0,0,0,0,0,0,0,31,0
14-16-41,0,0,0,39,0,0,48,0,0,33,0,0,0,0,0,0
14-16-51,31,0,0,31,0,0,33,0,0,0,0,0,0,31,0,0
14-17-01,0,0,0,0,0,0,31,0,0,35,0,0,0,0,0,0
14-17-11,0,0,0,33,0,0,0,0,0,34,0,0,0,0,0,0
14-17-21,0,0,0,34,0,0,56,0,0,0,0,0,0,31,0,0
14-17-31,0,0,0,31,0,0,43,0,34,0,0,0,0,0,0,0
14-17-41,0,0,0,31,0,0,51,0,0,33,0,0,0,0,33,0
14-17-51,0,0,0,32,0,0,32,0,0,31,0,0,0,0,0,0
14-18-01,0,0,0,42,0,0,31,0,0,31,0,0,0,0,0,0
14-18-11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,36,0
14-18-21,0,31,0,0,0,0,0,0,0,36,0,0,0,0,31,0
14-18-31,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0
14-18-41,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
14-19-11,0,0,0,31,0,0,37,0,0,0,0,0,0,0,0,0
14-19-31,0,0,0,32,0,31,0,0,0,0,0,0,0,0,0,0
14-19-41,0,0,0,0,0,0,0,0,0,31,0,0,0,0,32,0
14-19-51,0,0,0,0,0,0,0,0,0,31,0,0,0,31,34,0
14-20-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,33,0
14-20-11,0,0,0,31,0,0,32,0,0,31,0,0,0,31,33,0
14-20-21,0,31,0,0,0,0,0,0,0,32,0,0,0,31,0,0
14-20-31,0,31,0,0,0,0,31,0,0,31,0,0,0,31,0,0
14-20-41,0,31,0,0,0,0,36,0,0,32,0,0,0,31,0,0
14-20-51,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-21-01,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0
14-21-11,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0
14-21-21,0,31,0,0,0,32,31,0,0,0,0,0,0,0,0,0
14-21-31,0,31,0,0,0,0,31,0,0,0,0,0,0,31,0,0
14-21-41,0,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0
14-21-51,0,31,0,32,0,0,0,0,0,0,0,0,0,31,0,0
14-22-01,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-22-11,0,0,0,31,0,0,32,0,0,0,0,0,0,0,34,0
14-22-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0
14-22-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,34,0
14-22-41,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-23-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
14-23-21,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
14-23-31,0,31,0,0,0,0,38,0,0,35,0,0,0,31,0,0
14-23-41,0,31,0,0,0,0,0,0,0,0,0,0,0,0,33,0
14-24-01,0,0,0,0,0,0,38,0,0,32,33,0,0,0,31,0
14-24-11,0,37,0,0,0,0,38,0,0,0,0,0,0,0,33,0
14-24-21,0,34,0,0,0,0,35,0,0,31,0,0,0,31,0,0
14-24-41,0,31,0,0,0,0,0,0,0,0,0,0,0,32,33,0
14-24-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
14-25-01,0,0,0,33,0,0,46,0,33,0,0,0,0,0,0,0
14-25-11,0,0,0,0,0,0,55,0,32,0,0,0,0,0,0,0
14-25-21,0,0,0,0,0,0,45,0,0,0,0,0,0,31,32,0
14-25-31,0,37,0,0,0,0,31,0,0,0,0,0,0,36,33,0
14-25-41,0,0,0,0,0,31,0,0,0,31,0,0,0,0,0,0
14-25-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
14-26-01,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
14-26-21,0,0,0,0,0,0,0,0,0,34,0,0,0,31,0,0
14-26-41,0,39,0,0,0,0,0,0,0,0,0,0,0,32,32,0
14-27-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
14-27-21,0,38,0,0,0,0,0,0,0,33,0,0,0,0,36,0
14-27-31,0,31,0,0,0,0,0,0,0,0,0,0,0,36,36,0
14-27-41,0,0,0,0,0,0,0,0,0,35,0,0,0,0,31,0
14-28-01,31,31,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-28-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
14-28-21,0,31,0,0,0,0,0,0,0,31,0,0,0,31,0,0
14-28-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
14-28-41,0,31,0,0,0,0,0,0,0,0,31,0,0,0,33,0
14-28-51,0,33,0,0,0,0,0,0,0,34,0,0,0,0,31,0
14-29-01,0,37,0,0,0,0,0,0,0,35,31,0,0,0,31,0
14-29-11,0,31,0,0,0,0,0,0,0,32,0,0,0,0,0,0
14-29-21,0,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0
14-29-31,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-29-41,0,0,0,0,0,0,0,0,0,35,0,0,0,31,0,0
14-29-51,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-30-01,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-30-11,0,33,0,0,0,0,0,0,0,31,0,0,0,0,31,0
14-30-21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0
14-30-31,0,35,0,0,0,0,0,0,0,31,0,0,0,31,35,0
14-30-51,0,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0
14-31-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0
14-31-11,0,31,0,0,0,0,0,0,0,33,0,0,0,31,31,0
14-31-21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0
14-31-41,0,31,0,0,0,0,0,0,0,0,0,0,0,34,31,0
14-32-01,0,32,0,0,0,0,0,0,0,42,0,0,0,36,33,0
14-32-11,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
14-32-31,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
14-32-41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-33-01,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
14-33-21,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
14-33-31,31,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-33-51,37,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
14-34-01,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-34-11,31,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-34-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-34-31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-34-41,0,0,0,35,0,0,34,0,0,0,0,0,0,0,0,0
14-34-51,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-35-01,35,0,0,45,0,0,34,0,0,0,0,0,0,0,0,0
14-35-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-35-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-35-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-35-51,0,31,0,0,0,0,0,0,0,33,0,0,0,34,33,0
14-36-11,0,0,0,31,0,0,0,0,0,34,0,0,0,0,36,0
14-36-21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
14-36-31,0,0,0,0,0,36,31,0,0,0,0,0,0,0,0,0
14-36-41,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
14-37-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-37-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-37-51,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-38-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-38-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-38-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-39-11,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-39-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-39-31,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-43-11,31,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
14-43-31,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
14-44-01,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-48-01,42,0,0,37,0,0,39,0,0,0,0,0,0,0,0,0
14-48-11,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
14-48-21,0,0,0,0,0,0,31,0,33,0,0,0,0,0,0,0
14-48-31,0,0,0,35,0,0,35,0,31,0,0,0,0,0,0,0
14-48-41,0,0,0,31,0,0,0,0,32,0,0,0,0,0,0,0
14-48-51,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-49-01,0,0,0,38,0,0,37,0,0,0,0,0,0,0,0,0
14-49-11,0,0,0,37,0,0,32,0,31,0,0,0,0,0,0,0
14-49-31,0,0,0,0,0,0,34,0,33,0,0,0,0,0,0,0
14-50-01,35,0,0,31,0,0,37,0,0,0,0,0,0,0,0,0
14-50-21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-50-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-51-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
14-52-51,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
14-53-01,0,39,0,0,0,36,0,0,0,39,0,0,0,43,32,0
14-53-11,0,38,0,0,0,36,0,0,0,31,0,0,0,0,0,0
14-53-21,0,42,0,0,0,57,0,0,0,0,0,0,0,49,35,0
14-53-31,0,47,0,39,0,48,0,0,0,0,0,0,0,44,38,0
14-53-41,0,46,0,31,0,54,0,0,0,38,0,0,0,49,38,0
14-53-51,0,41,0,35,0,31,0,0,0,0,0,0,0,46,33,0
14-54-01,0,37,0,43,0,34,0,0,0,38,0,0,0,48,41,0
14-54-11,0,32,0,48,0,31,0,0,0,33,0,0,0,34,38,31
14-54-21,0,53,0,50,0,38,0,0,0,36,0,0,0,49,44,0
14-54-31,33,60,0,38,0,55,0,0,0,45,0,0,0,64,40,0
14-54-41,38,61,0,0,0,52,0,0,0,47,0,0,0,63,45,0
14-54-51,0,0,0,0,0,55,0,0,0,47,0,0,0,63,0,0
14-55-01,0,58,0,41,0,49,0,0,0,49,0,0,0,63,45,0
14-55-11,35,61,0,31,31,54,0,0,0,47,0,0,0,63,0,0
14-55-21,35,61,0,44,0,52,0,0,0,0,0,0,0,63,43,0
14-55-31,34,61,0,0,31,54,0,0,0,43,0,0,0,63,46,0
14-55-41,35,60,0,0,0,54,0,0,0,48,0,0,0,63,47,0
14-55-51,36,60,0,0,31,52,0,0,0,0,0,0,0,63,47,0
14-56-01,33,58,0,0,0,56,0,0,0,45,0,0,0,63,51,0
14-56-11,0,57,0,0,31,50,0,0,0,48,0,0,0,64,48,0
14-56-21,0,57,0,0,0,52,0,0,0,50,0,0,0,62,48,35
14-56-31,34,55,0,0,0,52,0,0,0,0,0,0,0,63,51,0
14-56-41,0,56,0,0,31,56,0,0,0,0,0,0,0,61,47,0
14-56-51,35,57,0,42,0,55,0,0,0,46,0,0,0,64,50,0
14-57-01,0,57,0,38,0,51,0,0,0,46,0,0,0,63,48,0
14-57-11,0,58,0,37,0,55,0,0,0,49,0,0,0,62,49,35
14-57-21,36,59,0,42,33,56,0,0,0,49,0,0,0,64,51,0
14-57-31,34,58,0,38,0,53,0,0,0,47,0,0,0,64,50,0
14-57-41,31,54,0,49,0,56,0,0,0,43,0,0,0,62,42,0
14-57-51,31,54,0,54,0,0,0,0,0,37,0,0,0,61,43,0
